base_key,base_number,base_name,base_type,base_telephone_number,website,base_address
350,B00350,A & A CHAMPION CAR LIMO SVC INC,LIVERY,(718)779-8080,WWW.CHAMPIONCARANDLIMO.COM,107-04   37 AVENUE CORONA NY 11368
3678,B03678,ADJ NEW TRANSPORTATION INC,BLACK-CAR,(929)800-0768,,621 BRIGHTON BEACH AVENUE 1ST FLOOR BROOKLYN NY 11235
3233,B03233,COMPASS TRANSPORTATION GROUP WORLDWIDE INC,LUXURY,(646)868-9027,,1225 FRANKLIN AVE 325 GARDEN CITY NY 11530
3128,B03128,RIDE SMART CORP.,BLACK-CAR,(914)699-0785,,8 E PROSPECT AVENUE STE#C MOUNT VERNON NY 10550
3611,B03611,NOMSKI TRANSPORTATION LLC,BLACK-CAR,(718)483-8740,,584 NOSTRAND AVENUE BROOKLYN NY 11216
3533,B03533,INTREPID LUXURY INC.,BLACK-CAR,(347)801-8300,,46 GRAMATAN AVE SUITE 1033 MOUNT VERNON NY 10550
3357,B03357,A & T PRECISE CORPORATION,BLACK-CAR,(917)775-2282,,221 WINFRED AVENUE YONKERS NY 10704
2787,B02787,SEMPERIDE LLC,BLACK-CAR,(718)350-9591,WWW.SEMPERIDE.COM,85 BROAD STREET 27TH FLOOR NEW YORK NY 10004
906,B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,LIVERY,(718)626-8000,OLYMPICCARSERVICE.COM,23 - 90   23 STREET ASTORIA NY 11105
1944,B01944,"DAG NETWORK TRANSPORTATION,CORP",LUXURY,(212)279-1700,WWW.UNIVERSALLIMO.NET,3713 WILLOWWICK PARK DR WILMINGTON NC 28409
2110,B02110,"OPTIMUM CAR & LIMO, INC.",BLACK-CAR,(718)690-9128,,241   37 STREET STE# 1-4-B443 BROOKLYN NY 11232
1553,B01553,CITY LINE CAR SERVICE INC,LIVERY,(718)848-5555,WWW.CITYLINECARS.COM,80-06  101 AVENUE OZONE PARK NY 11416
3064,B03064,AP LUXURY LIMOUSINE INC,LUXURY,(917)330-8822,,1225 FRANKLIN AVE STE 325 GARDEN CITY NY 11530
619,B00619,"HOLA CAR SERVICE,INC.",LIVERY,(718)364-6666,HOLACARSERVICE.COM,4371    3 AVENUE BRONX NY 10457
3144,B03144,JUST A MOMENT CAR SERVICE INC,BLACK-CAR,(646)379-3071,,3100   47 AVENUE STE 3100 LIC NY 11101
1349,B01349,CAPRICORN LIMO SVC INC,LUXURY,(718)729-3000,WWW.CAPRICORNLUXURY.COM,43-24   37 STREET LIC NY 11101
3654,B03654,COLIBRI SERVICES LLC.,BLACK-CAR,(646)348-4591,,276    5 AVENUE #704 NEW YORK NY 10001
1537,B01537,S.I. SPEED INC.,LIVERY,(718)227-6666,SPEEDCARSERICESI@GMAIL.COM,16 GIFFORDS LANE STATEN ISLAND NY 10308
1288,B01288,NEW ELEGANTE CAR SERVICE INC,LIVERY,(718)492-7680,WWW.ELEGANTETS.COM,14 BRUCKNER BOULEVARD BRONX NY 10454
3516,B03516,ZZAMAN GROUP INC,LUXURY,(347)792-4682,,80 W SUNRISE HWAY VALLEY STREAM NY 11581
1269,B01269,DIVISION CAR & LIMO INC.,LIVERY,(718)599-5555,,204 DIVISION AVENUE BROOKLYN NY 11211
1088,B01088,PAISA 2 CAR  AND LIMOUSINE SERVICE INC,LIVERY,(718)478-7700,WWW.PAISA2CARSERVICE.COM,37-08  100 STREET CORONA NY 11368
3370,B03370,ANDREW TRANSPORTATION CORP,BLACK-CAR,(646)281-0962,ANDREWTRANSPORTATION.COM,1 WEST  182 STREET BASEMENT BRONX NY 10453
2999,B02999,"TEST,TEST,TEST",BLACK-CAR,(718)391-0002,,33 BEAVER STREET NEW YORK NY 10503
2832,B02832,NYC FLY WHEELS INC.,LIVERY,(718)423-1111,WWW.NYCFLYWHEELS.COM,208-01 NORTHERN BOULEVARD SUITE #4B FLUSHING NY 11361
3107,B03107,JD XPRESS INC.,BLACK-CAR,(347)508-4118,,118 - 35 QUEENS BOULEVARD SUITE #400 FOREST HILLS NY 11375
2391,B02391,"BAYRIDGE EXPRESS, INC",LIVERY,(718)680-7000,,377 BAYRIDGE AVENUE BROOKLYN NY 11220
2989,B02989,GOOD FRIENDS CAR SERVICE INC,BLACK-CAR,(718)321-8282,GOODFRIENDSCAR.COM,158-14 NORTHERN BOULEVARD UNIT#UL-3 FLUSHING NY 11358
3540,B03540,HOLLA CAR & LIMO LLC,BLACK-CAR,(929)250-4508,WWW.CARLINK.NYC,360 NEW DORP LANE STATEN ISLAND NY 10306
3363,B03363,RAIN SOLUTION INC,BLACK-CAR,(646)396-7060,,73 MARKET STREET 3FL. STE 376 YONKERS NY 10710
3441,B03441,ROYAL EXECUTIVE LIMO INC,LUXURY,(917)277-3356,,1378 SWEETMAN AVE 2 ELMONT NY 11003
1315,B01315,"V.I.T. CAR SERVICE, INC.",LIVERY,(718)904-8057,,1478 WHITE PLAINS ROAD BRONX NY 10462
1958,B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,LIVERY,(718)479-0400,,199-30 HOLLIS AVENUE ST. ALBANS NY 11412
1332,B01332,SKYWAY CAR SERVICE EXPRESS INC.,LIVERY,(718)358-5858,,68-20A FRESH MEADOW LANE FRESH MEADOWS NY 11365
3566,B03566,CHARISMA TRANSPORTATION CORP.,BLACK-CAR,(315)662-1180,HTTPS://WWW.CHARSIMATRANSPORT.COM,73 MARKET STREET #376 YONKERS NY 10710
3268,B03268,NEZA EXPRESS INC.,BLACK-CAR,(718)273-7611,NEZAEXPRESS1@.WEB,1841 FOREST AVENUE STATEN ISLAND NY 10303
3550,B03550,BROADWAY CAR SERVICE INC,BLACK-CAR,(914)299-3605,,95 RIVERDALE AVE #B309 YONKERS NY 10701
3256,B03256,JETSET TRANSPORTATION CORP.,BLACK-CAR,(347)566-7735,,390 TIFFANY STREET BRONX NY 10474
3635,B03635,NEW HEIGHTS TRANSPORTATION INC,BLACK-CAR,(646)719-5505,,2094 AMSTERDAM AVENUE SUITE D NEW YORK NY 10032
3558,B03558,GEORGIAN JUNIORS CORP.,BLACK-CAR,(347)305-3976,,3918   13 AVENUE BROOKLYN NY 11218
2397,B02397,CHICO EXPRESS CORP. 2,LIVERY,(718)236-7777,,6318   14 AVENUE BROOKLYN NY 11219
290,B00290,ZPI CORPORATION,LIVERY,(718)507-6363,,112-47 ROOSEVELT AVENUE CORONA NY 11368
3197,B03197,LIMO TRIBE INC,LUXURY,(516)661-7921,,2500 7TH STREET EAST MEADOW NY 11554
2507,B02507,SARAH VENTURES INC.,BLACK-CAR,(347)303-0625,,2823 FREDERICK DOUGLASS BOULEVARD NEW YORK NY 10039
3590,B03590,BLINKRIDE LLC,LIVERY,(212)763-6400,,3272 GALE AVENUE LONGISLAND CITY NY 11101
3486,B03486,OCCSER LLC,BLACK-CAR,(347)875-0005,,3918   13 AVENUE BROOKLYN NY 11218
2182,B02182,"FINEST CAR SERVICE, LLC",LIVERY,(718)643-6466,,335 BOND STREET BROOKLYN NY 11231
1606,B01606,LA MEXICANA EXPRESS INC.,LIVERY,(718)437-5555,,4611    5 AVENUE BROOKLYN NY 11220
3316,B03316,BLADE URBAN GROUND MOBILITY LLC.,BLACK-CAR,(914)337-5500,WWW.BLADE.FLYBLADE.COM,39 EDGEWOOD LANE BRONXVILLE NY 10708
2163,B02163,JUNIORS EXPRESS CAR SERVICE INC.,LIVERY,(718)859-1155,,1509 CORTELYOU ROAD BROOKLYN NY 11226
